schema,KPI_Label,Formula,KPI_Name,Properties_Key,report_name,Schema_Original,Description
bcmcs,BCMCS A11-BC Service Request Denied Poorly Formed Request - Other,(%srsp-deny-badrequest-other%),kpi_BCMCS_A11_BC_Service_Request_Denied_Poorly_Formed_Request_Other,wrnBcmcsServiceReqDenBad,StarOS BCMCS A11-BC Service Req Denied Bad Request,BCMCS,BCMCS A11-BC Service Request Denied Poorly Formed Request - Other
bcmcs,BCMCS A11-BC Service Request Denied Insufficient Resource - No Session Manager,(%srsp-deny-noresource-nosessmgr%),kpi_BCMCS_A11_BC_Service_Request_Denied_Insufficient_Resource_No_Session_Manager,wrnBcmcsServiceReqDenInsuf,StarOS BCMCS A11-BC Service Req Denied Insufficient,BCMCS,BCMCS A11-BC Service Request Denied Insufficient Resource - No Session Manager
bcmcs,BCMCS A11-BC Service Request Denied Insufficient Resource - No Memory,(%srsp-deny-noresource-nomem%),kpi_BCMCS_A11_BC_Service_Request_Denied_Insufficient_Resource_No_Memory,wrnBcmcsServiceReqDenInsuf,StarOS BCMCS A11-BC Service Req Denied Insufficient,BCMCS,BCMCS A11-BC Service Request Denied Insufficient Resource - No Memory
bcmcs,BCMCS A11-BC Service Request Denied Insufficient Resource - Session Managers Retried,(%srsp-deny-noresource-sessmgrretried%),kpi_BCMCS_A11_BC_Service_Request_Denied_Insufficient_Resource_Session_Managers_Retried,wrnBcmcsServiceReqDenInsuf,StarOS BCMCS A11-BC Service Req Denied Insufficient,BCMCS,BCMCS A11-BC Service Request Denied Insufficient Resource - Session Managers Retried
bcmcs,BCMCS A11-BC Service Request Denied Insufficient Resource - Input Queue Exceeded,(%srsp-deny-noresource-inputq%),kpi_BCMCS_A11_BC_Service_Request_Denied_Insufficient_Resource_Input_Queue_Exceeded,wrnBcmcsServiceReqDenInsuf,StarOS BCMCS A11-BC Service Req Denied Insufficient,BCMCS,BCMCS A11-BC Service Request Denied Insufficient Resource - Input Queue Exceeded
bcmcs,BCMCS A11-BC Service Requests Received by PSDN,(%srsp-recv-total%),kpi_BCMCS_A11_BC_Service_Requests_Received_by_PSDN,wrnBcmcsServiceReq,StarOS BCMCS A11-BC Service Requests by PSDN Stats,BCMCS,BCMCS A11-BC Service Requests Received by PSDN
bcmcs,BCMCS A11-BC Service Requests Accepted by PSDN,(%srsp-accept-total%),kpi_BCMCS_A11_BC_Service_Requests_Accepted_by_PSDN,wrnBcmcsServiceReq,StarOS BCMCS A11-BC Service Requests by PSDN Stats,BCMCS,BCMCS A11-BC Service Requests Accepted by PSDN
bcmcs,BCMCS A11-BC Service Requests Denied by PSDN,(%srsp-denied-total%),kpi_BCMCS_A11_BC_Service_Requests_Denied_by_PSDN,wrnBcmcsServiceReq,StarOS BCMCS A11-BC Service Requests by PSDN Stats,BCMCS,BCMCS A11-BC Service Requests Denied by PSDN
bcmcs,BCMCS A11-BC Service Requests Discarded by PSDN,(%srsp-discard-total%),kpi_BCMCS_A11_BC_Service_Requests_Discarded_by_PSDN,wrnBcmcsServiceReq,StarOS BCMCS A11-BC Service Requests by PSDN Stats,BCMCS,BCMCS A11-BC Service Requests Discarded by PSDN
bcmcs,BCMCS A11-BC Service Requests Denied - Unspecified,(%srsp-deny-unspec%),kpi_BCMCS_A11_BC_Service_Requests_Denied_Unspecified,wrnBcmcsServiceReqDen,StarOS BCMCS A11-BC Service Requests Denied Stats,BCMCS,BCMCS A11-BC Service Requests Denied - Unspecified
bcmcs,BCMCS A11-BC Service Requests Denied - Mobile Node Failing Authentication,(%srsp-deny-auth%),kpi_BCMCS_A11_BC_Service_Requests_Denied_Mobile_Node_Failing_Authentication,wrnBcmcsServiceReqDen,StarOS BCMCS A11-BC Service Requests Denied Stats,BCMCS,BCMCS A11-BC Service Requests Denied - Mobile Node Failing Authentication
bcmcs,BCMCS A11-BC Service Requests Denied - Identification Mismatch,(%srsp-deny-idmismatch%),kpi_BCMCS_A11_BC_Service_Requests_Denied_Identification_Mismatch,wrnBcmcsServiceReqDen,StarOS BCMCS A11-BC Service Requests Denied Stats,BCMCS,BCMCS A11-BC Service Requests Denied - Identification Mismatch
bcmcs,BCMCS A11-BC Service Requests Denied - Unknown BSN Address,(%srsp-deny-unknownbsn%),kpi_BCMCS_A11_BC_Service_Requests_Denied_Unknown_BSN_Address,wrnBcmcsServiceReqDen,StarOS BCMCS A11-BC Service Requests Denied Stats,BCMCS,BCMCS A11-BC Service Requests Denied - Unknown BSN Address
bcmcs,BCMCS A11-BC Service Requests Denied - Administratively Prohibited due to Congestion,(%srsp-deny-cong-adminprohib%),kpi_BCMCS_A11_BC_Service_Requests_Denied_Administratively_Prohibited_due_to_Congestion,wrnBcmcsServiceReqDen,StarOS BCMCS A11-BC Service Requests Denied Stats,BCMCS,BCMCS A11-BC Service Requests Denied - Administratively Prohibited due to Congestion
bcmcs,BCMCS A11-BC Service Requests Denied - Congestion,(%srsp-deny-cong-unknownbsn%),kpi_BCMCS_A11_BC_Service_Requests_Denied_Congestion,wrnBcmcsServiceReqDen,StarOS BCMCS A11-BC Service Requests Denied Stats,BCMCS,BCMCS A11-BC Service Requests Denied - Congestion
bcmcs,BCMCS A11-BC Service Responses Sent by PSDN,(%srsp-reply-total%),kpi_BCMCS_A11_BC_Service_Responses_Sent_by_PSDN,wrnBcmcsServiceRes,StarOS BCMCS A11-BC Service Responses by PSDN Stats,BCMCS,BCMCS A11-BC Service Responses Sent by PSDN
bcmcs,RP Current Total Sessions,(%num-sessions%),kpi_RP_Current_Total_Sessions,wrnBcmcsCurrentSess,StarOS BCMCS Current Sessions,BCMCS,RP Current Total Sessions
bcmcs,RP Security Violations Occurred,(%sec-violations%),kpi_RP_Security_Violations_Occurred,wrnBcmcsSecurity,StarOS BCMCS Security Violations,BCMCS,RP Security Violations Occurred
bcmcs,RP Security Violations Occurred - Miscomputed Authentication Field,(%sec-badauth%),kpi_RP_Security_Violations_Occurred_Miscomputed_Authentication_Field,wrnBcmcsSecurity,StarOS BCMCS Security Violations,BCMCS,RP Security Violations Occurred - Miscomputed Authentication Field
bcmcs,RP Security Violations Occurred - SPI not Configured,(%sec-badid%),kpi_RP_Security_Violations_Occurred_SPI_not_Configured,wrnBcmcsSecurity,StarOS BCMCS Security Violations,BCMCS,RP Security Violations Occurred - SPI not Configured
bcmcs,RP Security Violations Occurred - SPI in Reserved Range,(%sec-badspi%),kpi_RP_Security_Violations_Occurred_SPI_in_Reserved_Range,wrnBcmcsSecurity,StarOS BCMCS Security Violations,BCMCS,RP Security Violations Occurred - SPI in Reserved Range
bcmcs,RP Security Violations Occurred - Missing Mobile Node Home Agent,(%sec-mnhaauth%),kpi_RP_Security_Violations_Occurred_Missing_Mobile_Node_Home_Agent,wrnBcmcsSecurity,StarOS BCMCS Security Violations,BCMCS,RP Security Violations Occurred - Missing Mobile Node Home Agent
bcmcs,RP Security Violations Occurred - Missing Registration Update Authentication,(%sec-regupdate%),kpi_RP_Security_Violations_Occurred_Missing_Registration_Update_Authentication,wrnBcmcsSecurity,StarOS BCMCS Security Violations,BCMCS,RP Security Violations Occurred - Missing Registration Update Authentication
apn,Accounting Success Rate - Ga Interface,((((0.0) if (%acc-rsp-rcvd%==0.0) else (1.0))) if (%acc-req-sent%==0.0) else (%acc-rsp-rcvd%/%acc-req-sent%)),kpi_Accounting_Success_Rate_Ga_Interface,wrnAccSuccRateGaInterface,StarOS KPI Accounting Success Rate - Ga Interface,APN,Accounting Success Rate - Ga Interface
apn,APN Active 3G Sessions,(%active-utran-sessions%),kpi_APN_Active_3G_Sessions,wrnActive3GSessions,StarOS KPI APN Active 3G Sessions,APN,APN Active 3G Sessions
apn,APN Active 4G Sessions,(%active-eutran-sessions%),kpi_APN_Active_4G_Sessions,wrnActive4GSessions,StarOS KPI APN Active 4G Sessions,APN,APN Active 4G Sessions
apn,APN Active WLAN Sessions,(%active-wlan-sessions%),kpi_APN_Active_WLAN_Sessions,wrnActiveWLANSessions,StarOS KPI APN Active WLAN Sessions,APN,APN Active WLAN Sessions
apn,APN Bearer Modification Success Rate,(((%mod-uebear%+%mod-nwbear%) / (%mod-uebear% + %mod-nwbear% + %ue-init-modfail% + %nw-init-modfail%))),kpi_APN_Bearer_Modification_Success_Rate,wrnKPIAPNSubSuccRate,StarOS KPI APN Bearer Modification Success Rate,APN,APN Bearer Modification Success Rate
apn,APN Dedicated Bearer Success Rate,((((0.0) if ((%setup-dedbear%)==0.0) else (1.0))) if (((%setup-dedbear%) +  %rej-dedbear%)==0.0) else ((%setup-dedbear%)/((%setup-dedbear%) +  %rej-dedbear%))),kpi_APN_Dedicated_Bearer_Success_Rate,wrnKPIAPNDedSubSuccRate,StarOS KPI APN Dedicated Bearer Subscriber Success Rate,APN,APN Dedicated Bearer Success Rate
apn,APN Default Bearer Success Rate,((((0.0) if ((%setup-defbear%)==0.0) else (1.0))) if (((%setup-defbear%)  +  %rej-defbear%)==0.0) else ((%setup-defbear%)/((%setup-defbear%)  +  %rej-defbear%))),kpi_APN_Default_Bearer_Success_Rate,wrnKPIAPNDefSubSuccRate,StarOS KPI APN Default Bearer Subscriber Success Rate,APN,APN Default Bearer Success Rate
apn,APN Packet Drop Ratio,((((0.0) if (((%uplnk-drop%+%dnlnk-drop%)==0)) else (1.0))) if (((%uplnk-pkts%+%dnlnk-pkts%+%uplnk-drop%+%dnlnk-drop%)==0)) else ((%uplnk-drop%+%dnlnk-drop%)/(%uplnk-pkts%+%dnlnk-pkts%+%uplnk-drop%+%dnlnk-drop%))),kpi_APN_Packet_Drop_Ratio,wrnKpiApnDropRatioStatistics,StarOS KPI APN Packet Drop Ratio,APN,APN Packet Drop Ratio
apn,GGSN APN Packet Drop Ratio,((((0.0) if (((%uplnk-drop%+%dnlnk-drop%)==0)) else (1.0))) if (((%uplnk-pkts%+%dnlnk-pkts%+%uplnk-drop%+%dnlnk-drop%)==0)) else ((%uplnk-drop%+%dnlnk-drop%)/(%uplnk-pkts%+%dnlnk-pkts%+%uplnk-drop%+%dnlnk-drop%))),kpi_GGSN_APN_Packet_Drop_Ratio,wrnKpiApnDropRatioStatistics,StarOS KPI APN Packet Drop Ratio,APN,GGSN APN Packet Drop Ratio
apn,APN Percentage of Active 3G Sessions,((((0.0) if ((%active-utran-sessions% == 0)) else (1.0))) if (((%active-eutran-sessions%+%active-utran-sessions%+%active-wlan-sessions%) == 0)) else (%active-utran-sessions% / (%active-eutran-sessions%+%active-utran-sessions%+%active-wlan-sessions%))),kpi_APN_Percentage_of_Active_3G_Sessions,wrnPercentageOfActive3GSessions,StarOS KPI APN Percentage of Active 3G Sessions,APN,APN Percentage of Active 3G Sessions
apn,APN Percentage of Active 4G Sessions,((((0.0) if ((%active-eutran-sessions% == 0)) else (1.0))) if (((%active-eutran-sessions%+%active-utran-sessions%+%active-wlan-sessions%) == 0)) else (%active-eutran-sessions% / (%active-eutran-sessions%+%active-utran-sessions%+%active-wlan-sessions%))),kpi_APN_Percentage_of_Active_4G_Sessions,wrnPercentageOfActive4GSessions,StarOS KPI APN Percentage of Active 4G Sessions,APN,APN Percentage of Active 4G Sessions
apn,APN Percentage of Active WLAN Sessions,((((0.0) if ((%active-wlan-sessions% == 0)) else (1.0))) if (((%active-eutran-sessions%+%active-utran-sessions%+%active-wlan-sessions%) == 0)) else (%active-wlan-sessions% / (%active-eutran-sessions%+%active-utran-sessions%+%active-wlan-sessions%))),kpi_APN_Percentage_of_Active_WLAN_Sessions,wrnPercentageOfActiveWLANSessions,StarOS KPI APN Percentage of Active WLAN Sessions,APN,APN Percentage of Active WLAN Sessions
apn,APN Subscriber Success Rate,((((0.0) if (((%setup-defbear%) + (%setup-dedbear%))==0.0) else (1.0))) if (((%setup-defbear%) + (%setup-dedbear%) +  %rej-defbear% + %rej-dedbear%)==0.0) else (((%setup-defbear%) + (%setup-dedbear%))/((%setup-defbear%) + (%setup-dedbear%) +  %rej-defbear% + %rej-dedbear%))),kpi_APN_Subscriber_Success_Rate,wrnKPIAPNSessionActivationRate,StarOS KPI APN Subscriber Success Rate,APN,APN Subscriber Success Rate
apn,APN Total Number of Active IPv4 Sessions,(%pdn-ipv4-actsess%),kpi_APN_Total_Number_of_Active_IPv4_Sessions,wrnKpiAPNTotalNumberofActiveIPv4Sessions,StarOS KPI APN Total Number of Active IPv4 Sessions,APN,APN Total Number of Active IPv4 Sessions
apn,APN Total Number of Active IPv4-In-IPv6 Sessions,(%pdn-ipv4v6-actsess%),kpi_APN_Total_Number_of_Active_IPv4_In_IPv6_Sessions,wrnKpiAPNTotalNumberofActiveIPv4inIPv6Sessions,StarOS KPI APN Total Number of Active IPv4-in-IPv6 Sessions,APN,APN Total Number of Active IPv4-In-IPv6 Sessions
apn,APN Total Number of Active IPv6 Sessions,(%pdn-ipv6-actsess%),kpi_APN_Total_Number_of_Active_IPv6_Sessions,wrnKpiAPNTotalNumberofActiveIPv6Sessions,StarOS KPI APN Total Number of Active IPv6 Sessions,APN,APN Total Number of Active IPv6 Sessions
apn,APN Total Number of Dedicated Bearers Setup,(%setup-dedbear%),kpi_APN_Total_Number_of_Dedicated_Bearers_Setup,wrnKPIAPNTotalnumberofdedicatedbearerssetup,StarOS KPI APN Total Number of Dedicated Bearers Setup,APN,APN Total Number of Dedicated Bearers Setup
apn,APN Total Number of Default Bearers Setup,(%setup-defbear%),kpi_APN_Total_Number_of_Default_Bearers_Setup,wrnKPIAPNTotalnumberofdefaultbearerssetup,StarOS KPI APN Total Number of Default Bearers Setup,APN,APN Total Number of Default Bearers Setup
apn,APN Total Number of IPv4 Sessions Setup,(%pdn-ipv4-setupsess%),kpi_APN_Total_Number_of_IPv4_Sessions_Setup,wrnKpiAPNTotalNumberofIPv4SessionsSetup,StarOS KPI APN Total Number of IPv4 Sessions Setup,APN,APN Total Number of IPv4 Sessions Setup
apn,APN Total Number of IPv4-In-IPv6 Sessions,(%pdn-ipv4v6-setupsess%),kpi_APN_Total_Number_of_IPv4_In_IPv6_Sessions,wrnKpiAPNTotalNumberofIPv4inIPv6Sessions,StarOS KPI APN Total Number of IPv4-in-IPv6 Sessions Setup,APN,APN Total Number of IPv4-In-IPv6 Sessions
apn,APN Total Number of IPv6 Sessions Setup,(%pdn-ipv6-setupsess%),kpi_APN_Total_Number_of_IPv6_Sessions_Setup,wrnKpiAPNTotalNumberofIPv6SessionsSetup,StarOS KPI APN Total Number of IPv6 Sessions Setup,APN,APN Total Number of IPv6 Sessions Setup
apn,APN Total Number of Modified Bearers- Network Initiated,(%mod-nwbear%),kpi_APN_Total_Number_of_Modified_Bearers_Network_Initiated,wrnAPNTotalNumberofModifiedBearersNetworkInitiated,StarOS KPI APN Total Number of Modified Bearers - Network Initiated,APN,APN Total Number of Modified Bearers- Network Initiated
apn,APN Total Number of Modified Bearers- UE Initiated,(%mod-uebear%),kpi_APN_Total_Number_of_Modified_Bearers_UE_Initiated,wrnAPNTotalNumberofModifiedBearersUEInitiated,StarOS KPI APN Total Number of Modified Bearers - UE Initiated,APN,APN Total Number of Modified Bearers- UE Initiated
pgw,Bearer Modification Success Rate,((1) if (( %sessstat-bearmod-ueinit% + %sessstat-bearmod-nwinit% + %sessstat-bearmodfail-ueinit% + %sessstat-bearmodfail-nwinit%)==0) else ((%sessstat-bearmod-ueinit% + %sessstat-bearmod-nwinit%) / ( %sessstat-bearmod-ueinit% + %sessstat-bearmod-nwinit% + %sessstat-bearmodfail-ueinit% + %sessstat-bearmodfail-nwinit%))),kpi_Bearer_Modification_Success_Rate,wrnBearerModificationSuccessRatekpi,StarOS KPI Bearer Modification Success Rate,PGW,Bearer Modification Success Rate
pgw,SessStatBearModUeinit,(%sessstat-bearmod-ueinit%),kpi_SessStatBearModUeinit,wrnBearerModificationSuccessRatekpi,StarOS KPI Bearer Modification Success Rate,PGW,SessStatBearModUeinit
pgw,SessStatBearModNwinit,(%sessstat-bearmod-nwinit%),kpi_SessStatBearModNwinit,wrnBearerModificationSuccessRatekpi,StarOS KPI Bearer Modification Success Rate,PGW,SessStatBearModNwinit
pgw,SessStatBearModFailUeinit,(%sessstat-bearmodfail-ueinit%),kpi_SessStatBearModFailUeinit,wrnBearerModificationSuccessRatekpi,StarOS KPI Bearer Modification Success Rate,PGW,SessStatBearModFailUeinit
pgw,SessStatBearModFailNwinit,(%sessstat-bearmodfail-nwinit%),kpi_SessStatBearModFailNwinit,wrnBearerModificationSuccessRatekpi,StarOS KPI Bearer Modification Success Rate,PGW,SessStatBearModFailNwinit
card,Average CPU Utilization - Imsi Mgr,(%task-imsimgr-avgcpu%),kpi_Average_CPU_Utilization_Imsi_Mgr,wrnAvgCardCPUUtilImsimgrKpiASR5500,StarOS KPI Card Average CPU Utilization - Imsi Mgr ASR5500,CARD,Average CPU Utilization - Imsi Mgr
card,Average CPU Utilization - Link Mgr,(%task-linkmgr-avgcpu%),kpi_Average_CPU_Utilization_Link_Mgr,wrnAvgCardCPUUtilLinkMgrKpiASR5500,StarOS KPI Card Average CPU Utilization - Link Mgr ASR5500,CARD,Average CPU Utilization - Link Mgr
card,CPU Load Busy Percentage,(((%cpu0-cpubusy%+%cpu1-cpubusy%)/2)),kpi_CPU_Load_Busy_Percentage,wrnKPICPULoadBusy55,StarOS KPI CPU Load Busy Percentage ASR5500,CARD,CPU Load Busy Percentage
card,CPU0 CPU Busy,(%cpu0-cpubusy%),kpi_CPU0_CPU_Busy,wrnKPICPULoadBusy55,StarOS KPI CPU Load Busy Percentage ASR5500,CARD,CPU0 CPU Busy
card,CPU1 CPU Busy,(%cpu1-cpubusy%),kpi_CPU1_CPU_Busy,wrnKPICPULoadBusy55,StarOS KPI CPU Load Busy Percentage ASR5500,CARD,CPU1 CPU Busy
card,CPU2 CPU Busy,(%cpu2-cpubusy%),kpi_CPU2_CPU_Busy,wrnKPICPULoadBusy55v21,StarOS KPI CPU Load Busy Percentage ASR5500_v21,CARD,CPU2 CPU Busy
card,CPU Load Busy Percentage Last 5 Minutes Average,(((%cpu0-5avg-cpubusy%+%cpu1-5avg-cpubusy%)/2)),kpi_CPU_Load_Busy_Percentage_Last_5_Minutes_Average,wrnKPICPULoadBusyLast5MinutesAverage55,StarOS KPI CPU Load Busy Percentage Last 5 Mins Average ASR5500,CARD,CPU Load Busy Percentage Last 5 Minutes Average
card,CPU0 CPU Busy Average,(%cpu0-5avg-cpubusy%),kpi_CPU0_CPU_Busy_Average,wrnKPICPULoadBusyLast5MinutesAverage55,StarOS KPI CPU Load Busy Percentage Last 5 Mins Average ASR5500,CARD,CPU0 CPU Busy Average
card,CPU1 CPU Busy Average,(%cpu1-5avg-cpubusy%),kpi_CPU1_CPU_Busy_Average,wrnKPICPULoadBusyLast5MinutesAverage55,StarOS KPI CPU Load Busy Percentage Last 5 Mins Average ASR5500,CARD,CPU1 CPU Busy Average
card,CPU2 CPU Busy Average,(%cpu2-5avg-cpubusy%),kpi_CPU2_CPU_Busy_Average,wrnKPICPULoadBusyLast5MinutesAverage55v21,StarOS KPI CPU Load Busy Percentage Last 5 Mins Average ASR5500_v21,CARD,CPU2 CPU Busy Average
card,CPU Load Busy Percentage Last 5 Minutes Peak,(((%cpu0-5peak-cpubusy%+%cpu1-5peak-cpubusy%)/2)),kpi_CPU_Load_Busy_Percentage_Last_5_Minutes_Peak,wrnKPICPULoadBusyLast5MinutesPeak55,StarOS KPI CPU Load Busy Percentage Last 5 Mins Peak ASR5500,CARD,CPU Load Busy Percentage Last 5 Minutes Peak
card,CPU0 CPU Busy Peak,(%cpu0-5peak-cpubusy%),kpi_CPU0_CPU_Busy_Peak,wrnKPICPULoadBusyLast5MinutesPeak55,StarOS KPI CPU Load Busy Percentage Last 5 Mins Peak ASR5500,CARD,CPU0 CPU Busy Peak
card,CPU1 CPU Busy Peak,(%cpu1-5peak-cpubusy%),kpi_CPU1_CPU_Busy_Peak,wrnKPICPULoadBusyLast5MinutesPeak55,StarOS KPI CPU Load Busy Percentage Last 5 Mins Peak ASR5500,CARD,CPU1 CPU Busy Peak
card,CPU2 CPU Busy Peak,(%cpu2-5peak-cpubusy%),kpi_CPU2_CPU_Busy_Peak,wrnKPICPULoadBusyLast5MinutesPeak55v21,StarOS KPI CPU Load Busy Percentage Last 5 Mins Peak ASR5500_v21,CARD,CPU2 CPU Busy Peak
card,CPU Memory Usage Percentage,((((0.0) if (((%cpu0-memused%+%cpu1-memused%) == 0)) else (1.0))) if (((%cpu0-memtotal%+%cpu1-memtotal%) == 0)) else (((%cpu0-memused%+%cpu1-memused%)/(%cpu0-memtotal%+%cpu1-memtotal%))/2)),kpi_CPU_Memory_Usage_Percentage,wrnKPICPUMemoryUsage55,StarOS KPI CPU Memory Usage Percentage ASR5500,CARD,CPU Memory Usage Percentage
card,CPU0 Memory Used,(%cpu0-memused%),kpi_CPU0_Memory_Used,wrnKPICPUMemoryUsage55,StarOS KPI CPU Memory Usage Percentage ASR5500,CARD,CPU0 Memory Used
card,CPU1 Memory Used,(%cpu1-memused%),kpi_CPU1_Memory_Used,wrnKPICPUMemoryUsage55,StarOS KPI CPU Memory Usage Percentage ASR5500,CARD,CPU1 Memory Used
card,CPU0 Memory Total,(%cpu0-memtotal%),kpi_CPU0_Memory_Total,wrnKPICPUMemoryUsage55,StarOS KPI CPU Memory Usage Percentage ASR5500,CARD,CPU0 Memory Total
card,CPU1 Memory Total,(%cpu1-memtotal%),kpi_CPU1_Memory_Total,wrnKPICPUMemoryUsage55,StarOS KPI CPU Memory Usage Percentage ASR5500,CARD,CPU1 Memory Total
card,CPU2 Memory Used,(%cpu2-memused%),kpi_CPU2_Memory_Used,wrnKPICPUMemoryUsage55v21,StarOS KPI CPU Memory Usage Percentage ASR5500_v21,CARD,CPU2 Memory Used
card,CPU2 Memory Total,(%cpu2-memtotal%),kpi_CPU2_Memory_Total,wrnKPICPUMemoryUsage55v21,StarOS KPI CPU Memory Usage Percentage ASR5500_v21,CARD,CPU2 Memory Total
card,CPU Memory Usage Percentage Last 5 Minutes Average,((((0.0) if (((%cpu0-5avg-memused%+%cpu1-5avg-memused%) == 0)) else (1.0))) if (((%cpu0-memtotal%+%cpu1-memtotal%) == 0)) else (((%cpu0-5avg-memused%+%cpu1-5avg-memused%)/(%cpu0-memtotal%+%cpu1-memtotal%))/2)),kpi_CPU_Memory_Usage_Percentage_Last_5_Minutes_Average,wrnKPICPUMemoryUsageLast5MinutesAverage55,StarOS KPI CPU Memory Usage Percentage Last 5 Mins Average ASR5500,CARD,CPU Memory Usage Percentage Last 5 Minutes Average
card,CPU0 Memory Used Average,(%cpu0-5avg-memused%),kpi_CPU0_Memory_Used_Average,wrnKPICPUMemoryUsageLast5MinutesAverage55,StarOS KPI CPU Memory Usage Percentage Last 5 Mins Average ASR5500,CARD,CPU0 Memory Used Average
card,CPU1 Memory Used Average,(%cpu1-5avg-memused%),kpi_CPU1_Memory_Used_Average,wrnKPICPUMemoryUsageLast5MinutesAverage55,StarOS KPI CPU Memory Usage Percentage Last 5 Mins Average ASR5500,CARD,CPU1 Memory Used Average
card,CPU2 Memory Used Average,(%cpu2-5avg-memused%),kpi_CPU2_Memory_Used_Average,wrnKPICPUMemoryUsageLast5MinutesAverage55v21,StarOS KPI CPU Memory Usage Percentage Last 5 Mins Average ASR5500_v21,CARD,CPU2 Memory Used Average
card,CPU Memory Usage Percentage Last 5 Minutes Peak,((((0.0) if (((%cpu0-5peak-memused%+%cpu1-5peak-memused%) == 0)) else (1.0))) if (((%cpu0-memtotal%+%cpu1-memtotal%) == 0)) else (((%cpu0-5peak-memused%+%cpu1-5peak-memused%)/(%cpu0-memtotal%+%cpu1-memtotal%))/2)),kpi_CPU_Memory_Usage_Percentage_Last_5_Minutes_Peak,wrnKPICPUMemoryUsageLast5MinutesPeak55,StarOS KPI CPU Memory Usage Percentage Last 5 Mins Peak ASR5500,CARD,CPU Memory Usage Percentage Last 5 Minutes Peak
card,CPU0 Memory Used Peak,(%cpu0-5peak-memused%),kpi_CPU0_Memory_Used_Peak,wrnKPICPUMemoryUsageLast5MinutesPeak55,StarOS KPI CPU Memory Usage Percentage Last 5 Mins Peak ASR5500,CARD,CPU0 Memory Used Peak
card,CPU1 Memory Used Peak,(%cpu1-5peak-memused%),kpi_CPU1_Memory_Used_Peak,wrnKPICPUMemoryUsageLast5MinutesPeak55,StarOS KPI CPU Memory Usage Percentage Last 5 Mins Peak ASR5500,CARD,CPU1 Memory Used Peak
card,CPU2 Memory Used Peak,(%cpu2-5peak-memused%),kpi_CPU2_Memory_Used_Peak,wrnKPICPUMemoryUsageLast5MinutesPeak55v21,StarOS KPI CPU Memory Usage Percentage Last 5 Mins Peak ASR5500_v21,CARD,CPU2 Memory Used Peak
system,DHCP Success Rate Percentage,((((0.0) if ((%addrDhcpAgg% == 0)) else (1.0))) if (((%addrDhcpAgg% + (%discReason78%+%discReason79%+%discReason80%+%discReason81%+%discReason82%)) == 0)) else ((%addrDhcpAgg%) / (%addrDhcpAgg% + (%discReason78%+%discReason79%+%discReason80%+%discReason81%+%discReason82%)))),kpi_DHCP_Success_Rate_Percentage,wrnApnSysTest,StarOS KPI DHCP Success Rate Percentage,SYSTEM,DHCP Success Rate Percentage
apn,GGSN CPC Request Total Number,(%att-pdp-ctxt%),kpi_GGSN_CPC_Request_Total_Number,wrnKpiGGSNCPCRequestTotalNumber,StarOS KPI GGSN CPC Request Total Number,APN,GGSN CPC Request Total Number
apn,GGSN Downlink Bytes Dropped Total Number,(%dnlnk-bytes-drop%),kpi_GGSN_Downlink_Bytes_Dropped_Total_Number,wrnKPIGGSNDownlinkBytesDroppedTotalNumber,StarOS KPI GGSN Downlink Bytes Dropped Total Number,APN,GGSN Downlink Bytes Dropped Total Number
apn,GGSN Downlink Bytes Total Number - Rising,(%dnlnk-bytes%),kpi_GGSN_Downlink_Bytes_Total_Number_Rising,wrnGGSNDownlinkBytesTotalNumber,StarOS KPI GGSN Downlink Bytes Total Number,APN,GGSN Downlink Bytes Total Number - Rising
apn,GGSN Downlink Bytes Total Number - Falling,(%dnlnk-bytes%),kpi_GGSN_Downlink_Bytes_Total_Number_Falling,wrnGGSNDownlinkBytesTotalNumber,StarOS KPI GGSN Downlink Bytes Total Number,APN,GGSN Downlink Bytes Total Number - Falling
apn,GGSN Downlink Packets Dropped Total Number,(%dnlnk-drop%),kpi_GGSN_Downlink_Packets_Dropped_Total_Number,wrnKPIGGSNDownlinkPacketsDroppedTotalNumber,StarOS KPI GGSN Downlink Packets Dropped Total Number,APN,GGSN Downlink Packets Dropped Total Number
apn,GGSN Downlink Packets Total Number - Rising,(%dnlnk-pkts%),kpi_GGSN_Downlink_Packets_Total_Number_Rising,wrnGGSNDownlinkPacketsTotalNumber,StarOS KPI GGSN Downlink Packets Total Number,APN,GGSN Downlink Packets Total Number - Rising
apn,GGSN Downlink Packets Total Number - Falling,(%dnlnk-pkts%),kpi_GGSN_Downlink_Packets_Total_Number_Falling,wrnGGSNDownlinkPacketsTotalNumber,StarOS KPI GGSN Downlink Packets Total Number,APN,GGSN Downlink Packets Total Number - Falling
apn,GGSN Dynamic IPv4 PDP Context Activation Total Number,(%dyn-ipv4-attempt%),kpi_GGSN_Dynamic_IPv4_PDP_Context_Activation_Total_Number,wrnKpiApnIpAdressStats,StarOS KPI GGSN Dynamic IPv4 PDP Context Activation Total Number,APN,GGSN Dynamic IPv4 PDP Context Activation Total Number
apn,GGSN Inbound Packets Dropped due to ACL Filtering Total Number,(%inacl-drop%),kpi_GGSN_Inbound_Packets_Dropped_due_to_ACL_Filtering_Total_Number,wrnGGSNInboundPacketsDropACLFilteringTotalNumber,StarOS KPI GGSN Inbound Packets Dropped due to ACL Filtering Total Number,APN,GGSN Inbound Packets Dropped due to ACL Filtering Total Number
