counter_type,data_type,is_key,schema,variable
Counter,Int32,No,lma,%bindupd-discardcong%
Counter,Int32,No,lma,%bindupd-discardchecksum%
Counter,Int32,No,lma,%bindupd-discardauthpending%
Counter,Int32,No,lma,%bindupd-discardsessnotfound%
Counter,Int32,No,lma,%bindupd-discardhamgrnotready%
Counter,Int32,No,lma,%bindupd-discarddecodefail%
Counter,Int32,No,lma,%bindupd-discardinvbuflen%
Counter,Int32,No,lma,%bindupd-discardrevoc%
Counter,Int32,No,lma,%bindrev-sent%
Counter,Int32,No,lma,%bindrev-retriessent%
Counter,Int32,No,lma,%bindrev-ackrcvd%
Counter,Int32,No,lma,%bindrev-notacked%
Counter,Int32,No,lma,%bindrev-rcvd%
Counter,Int32,No,lma,%bindrev-acksent%
Counter,Int32,No,lma,%sentrevtrig-reserved%
Counter,Int32,No,lma,%sentrevtrig-unspecified%
Counter,Int32,No,lma,%sentrevtrig-admin%
Counter,Int32,No,lma,%sentrevtrig-maghoffsameatt%
Counter,Int32,No,lma,%sentrevtrig-maghoff-unknown%
Counter,Int32,No,lma,%sentrevtrig-maghoff-diffatt%
Counter,Int32,No,lma,%sentrevtrig-perpeer%
Counter,Int32,No,lma,%sentrevtrig-nodelocal%
Counter,Int32,No,lma,%sentrevtrig-userinitsess%
Counter,Int32,No,lma,%sentrevtrig-accessnwsess%
Counter,Int32,No,lma,%sentrevtrig-ipv4hoabind%
Counter,Int32,No,lma,%sentrevtrig-syncbce%
Counter,Int32,No,lma,%sentrevtrig-unknown%
Counter,Int32,No,lma,%rcvdrevack-success%
Counter,Int32,No,lma,%rcvdrevack-partialsuccess%
Counter,Int32,No,lma,%rcvdrevack-nobinding%
Counter,Int32,No,lma,%rcvdrevack-noipv4hoabind%
Counter,Int32,No,lma,%rcvdrevack-revocnotauth%
Counter,Int32,No,lma,%rcvdrevack-bindingnotidentified%
Counter,Int32,No,lma,%rcvdrevack-revocfailmnattch%
Counter,Int32,No,lma,%rcvdrevack-unknown%
Counter,Int32,No,lma,%bindrev%
Counter,Int32,No,lma,%bindrev-discardsessnotfound%
Counter,Int32,No,lma,%bindrev-discardbadreq%
Counter,Int32,No,lma,%bindrev-discarddecodeerror%
Counter,Int32,No,lma,%bindrev-discardchecksumerror%
Counter,Int32,No,lma,%bindrev-discardinvalidmsgtype%
Counter,Int32,No,lma,%bindrev-discardhamgrnotready%
Counter,Int32,No,lma,%bindrev-discardmatchreqnotfound%
Counter,Int32,No,lma,%bindrev-discardinvalidbuflen%
Counter,Int32,No,lma,%rxpackets%
Counter,Int32,No,lma,%rxpackets-6in6%
Counter,Int32,No,lma,%rxpackets-4in6%
Counter,Int32,No,lma,%rxpackets-ipv6greipv4%
Counter,Int32,No,lma,%rxpackets-ipv6greipv6%
Counter,Int64,No,lma,%rxoctets%
Counter,Int64,No,lma,%rxoctets-6in6%
Counter,Int64,No,lma,%rxoctets-4in6%
Counter,Int64,No,lma,%rxoctets-ipv6greipv4%
Counter,Int64,No,lma,%rxoctets-ipv6greipv6%
Counter,Int32,No,lma,%dataerror%
Counter,Int32,No,lma,%dataerror-proto%
Counter,Int32,No,lma,%dataerror-invpktlen%
Counter,Int32,No,lma,%dataerror-nosess%
Counter,Int32,No,lma,%txpackets%
Counter,Int32,No,lma,%txpackets-6in6%
Counter,Int32,No,lma,%txpackets-4in6%
Counter,Int32,No,lma,%txpackets-ipv6greipv4%
Counter,Int32,No,lma,%txpackets-ipv6greipv6%
Counter,Int64,No,lma,%txoctets%
Counter,Int64,No,lma,%txoctets-6in6%
Counter,Int64,No,lma,%txoctets-4in6%
Counter,Int64,No,lma,%txoctets-ipv6greipv4%
Counter,Int64,No,lma,%txoctets-ipv6greipv6%
Counter,Int32,No,lma,%icmpv6-pkttoobigrecv%
Counter,Int32,No,lma,%icmpv6-pkttoobigdrop%
Counter,Int32,No,lma,%icmpv6-pkttoobigrelay%
Counter,Int32,No,lma,%disc%
Counter,Int32,No,lma,%disclifetime%
Counter,Int32,No,lma,%discdereg%
Counter,Int32,No,lma,%discadmin%
Counter,Int32,No,lma,%discother%
Counter,Int32,No,lma,%lma-txhbreqinitial%
Counter,Int32,No,lma,%lma-txhbreqretrans%
Counter,Int32,No,lma,%lma-txhbrsptotal%
Counter,Int32,No,lma,%lma-rxhbreqtotal%
Counter,Int32,No,lma,%lma-rxhbrsptotal%
Counter,Int32,No,lma,%lma-rxhbrspbinderror%
Counter,Int32,No,lma,%lma-rxhbdiscardtotal%
Counter,Int32,No,lma,%lma-rxhbdecodeerror%
Counter,Int32,No,lma,%lma-rxhbinvalidbufflen%
Counter,Int32,No,lma,%lma-rxhbrspunknownpeer%
Counter,Int32,No,lma,%lma-rxhbrspseqnummismatch%
Counter,Int32,No,lma,%lma-rxhbrsprstctrmissing%
Counter,Int32,No,lma,%lma-rxhbchecksumerror%
Counter,Int32,No,lma,%lma-pathfailurestotal%
Counter,Int32,No,lma,%lma-pathfailrstctrchange%
Counter,Int32,No,lma,%lma-pathfailnohbrsprcvd%
Counter,Int32,No,lma,%lma-pathfailsessionscleared%
Info,String,Yes,mag,%vpnname%
Info,Int32,Yes,mag,%vpnid%
Info,String,Yes,mag,%servname%
Info,Int32,Yes,mag,%servid%
Gauge,Int32,No,mag,%sess-cur%
Counter,Int32,No,mag,%bindupd%
Counter,Int32,No,mag,%bindupd-init%
Counter,Int32,No,mag,%bindupd-initretrans%
Counter,Int32,No,mag,%bindupd-renew%
Counter,Int32,No,mag,%bindupd-renewretrans%
Counter,Int32,No,mag,%bindupd-dereg%
Counter,Int32,No,mag,%bindupd-deregretrans%
Counter,Int32,No,mag,%bindack%
Counter,Int32,No,mag,%bindack-error%
Counter,Int32,No,mag,%bindack-accept%
Counter,Int32,No,mag,%bindack-denied%
Counter,Int32,No,mag,%bindack-init%
Counter,Int32,No,mag,%bindack-renew%
Counter,Int32,No,mag,%bindack-dereg%
Counter,Int32,No,mag,%deniedlma-noresource%
Counter,Int32,No,mag,%deniedlma-mismatchid%
Counter,Int32,No,mag,%deniedlma-mnauthfail%
Counter,Int32,No,mag,%deniedlma-adminproh%
Counter,Int32,No,mag,%deniedlma-msgidrqd%
Counter,Int32,No,mag,%deniedlma-dadfailed%
Counter,Int32,No,mag,%deniedlma-homesubnet%
Counter,Int32,No,mag,%deniedlma-seqoow%
Counter,Int32,No,mag,%deniedlma-typchgdis%
Counter,Int32,No,mag,%deniedlma-unspec%
Counter,Int32,No,mag,%deniedlma-servauthfailed%
Counter,Int32,No,mag,%deniedlma-proxyreg%
Counter,Int32,No,mag,%deniedlma-timestamp%
Counter,Int32,No,mag,%deniedlma-timestamplower%
Counter,Int32,No,mag,%deniedlma-mismnid%
Counter,Int32,No,mag,%deniedlma-mishnp%
Counter,Int32,No,mag,%deniedlma-misaccesstech%
Counter,Int32,No,mag,%deniedlma-mishandoffind%
Counter,Int32,No,mag,%deniedlma-notauthhnp%
Counter,Int32,No,mag,%deniedlma-notlmamobile%
Counter,Int32,No,mag,%deniedlma-notauthproxyreg%
Counter,Int32,No,mag,%deniedlma-bceprefix%
Counter,Int32,No,mag,%deniedlma-grekey%
Counter,Int32,No,mag,%bindack-errormishnp%
Counter,Int32,No,mag,%bindack-errornai%
Counter,Int32,No,mag,%bindack-errorhomeaddconf%
Counter,Int32,No,mag,%bindack-errormatchreq%
Counter,Int32,No,mag,%bindack-errorbadlyformed%
Counter,Int32,No,mag,%bindack-errorchecksum%
Counter,Int32,No,mag,%bindack-errorsessnotfound%
Counter,Int32,No,mag,%bindrev-sent%
Counter,Int32,No,mag,%bindrev-retriessent%
Counter,Int32,No,mag,%bindrev-ackrcvd%
Counter,Int32,No,mag,%bindrev-notacked%
Counter,Int32,No,mag,%bindrev-rcvd%
Counter,Int32,No,mag,%bindrev-acksent%
Counter,Int32,No,mag,%rcvdbindrevtrig-reserved%
Counter,Int32,No,mag,%rcvdbindrevtrig-unspecified%
Counter,Int32,No,mag,%rcvdbindrevtrig-admin%
Counter,Int32,No,mag,%rcvdbindrevtrig-maghoffsameatt%
Counter,Int32,No,mag,%rcvdbindrevtrig-maghoff-unknown%
Counter,Int32,No,mag,%rcvdbindrevtrig-maghoff-diffatt%
Counter,Int32,No,mag,%rcvdbindrevtrig-perpeer%
Counter,Int32,No,mag,%rcvdbindrevtrig-nodelocal%
Counter,Int32,No,mag,%rcvdbindrevtrig-userinitsess%
Counter,Int32,No,mag,%rcvdbindrevtrig-accessnwsess%
Counter,Int32,No,mag,%rcvdbindrevtrig-ipv4hoabind%
Counter,Int32,No,mag,%rcvdbindrevtrig-syncbce%
Counter,Int32,No,mag,%rcvdbindrevtrig-unknown%
Counter,Int32,No,mag,%sentrevack-success%
Counter,Int32,No,mag,%sentrevack-partialsuccess%
Counter,Int32,No,mag,%sentrevack-nobinding%
Counter,Int32,No,mag,%sentrevack-noipv4hoabind%
Counter,Int32,No,mag,%sentrevack-revocnotauth%
Counter,Int32,No,mag,%sentrevack-bindingnotidentified%
Counter,Int32,No,mag,%sentrevack-revocfailmnattch%
Counter,Int32,No,mag,%sentrevack-unknown%
Counter,Int32,No,mag,%bindrev-discardtotal%
Counter,Int32,No,mag,%bindrev-discardsessnotfound%
Counter,Int32,No,mag,%bindrev-discardbadreq%
Counter,Int32,No,mag,%bindrev-discarddecode%
Counter,Int32,No,mag,%bindrev-discardchecksum%
Counter,Int32,No,mag,%bindrev-discardmsgtype%
Counter,Int32,No,mag,%bindrev-discardnomemory%
Counter,Int64,No,mag,%rxpackets%
Counter,Int32,No,mag,%rxpackets-6in6%
Counter,Int32,No,mag,%rxpackets-4in6%
Counter,Int32,No,mag,%rxpackets-ipv6greipv4%
Counter,Int32,No,mag,%rxpackets-ipv6greipv6%
Counter,Int64,No,mag,%rxoctets%
Counter,Int64,No,mag,%rxoctets-6in6%
Counter,Int64,No,mag,%rxoctets-4in6%
Counter,Int64,No,mag,%rxoctets-ipv6greipv4%
Counter,Int64,No,mag,%rxoctets-ipv6greipv6%
Counter,Int32,No,mag,%dataerror%
Counter,Int32,No,mag,%dataerror-proto%
Counter,Int32,No,mag,%dataerror-invpktlen%
Counter,Int32,No,mag,%dataerror-nosess%
Counter,Int64,No,mag,%txpackets%
Counter,Int32,No,mag,%txpackets-6in6%
Counter,Int32,No,mag,%txpackets-4in6%
Counter,Int32,No,mag,%txpackets-ipv6greipv4%
Counter,Int32,No,mag,%txpackets-ipv6greipv6%
Counter,Int64,No,mag,%txoctets%
Counter,Int64,No,mag,%txoctets-6in6%
Counter,Int64,No,mag,%txoctets-4in6%
Counter,Int64,No,mag,%txoctets-ipv6greipv4%
Counter,Int64,No,mag,%txoctets-ipv6greipv6%
Counter,Int32,No,mag,%disc%
Counter,Int32,No,mag,%disclifetime%
Counter,Int32,No,mag,%discaccessinit%
Counter,Int32,No,mag,%discadmin%
Counter,Int32,No,mag,%discother%
Counter,Int32,No,mag,%disclmarevoc%
Counter,Int32,No,mag,%lma-fallback-attempted%
Counter,Int32,No,mag,%lma-fallback-success%
Counter,Int32,No,mag,%lma-fallback-failure%
Counter,Int32,No,mag,%lma-fallback-demux-update-fail%
Counter,Int32,No,mag,%lma-fallback-alt-pgw-not-found%
Counter,Int32,No,mag,%lma-fallback-pgw-rejects%
Counter,Int32,No,mag,%lma-fallback-pgw-timeouts%
Counter,Int32,No,mag,%mag-txhbreqinitial%
Counter,Int32,No,mag,%mag-txhbreqretrans%
Counter,Int32,No,mag,%mag-txhbrsptotal%
Counter,Int32,No,mag,%mag-rxhbreqtotal%
Counter,Int32,No,mag,%mag-rxhbrsptotal%
Counter,Int32,No,mag,%mag-rxhbrspbinderror%
Counter,Int32,No,mag,%mag-rxhbdiscardtotal%
Counter,Int32,No,mag,%mag-rxhbdecodeerror%
Counter,Int32,No,mag,%mag-rxhbinvalidbufflen%
Counter,Int32,No,mag,%mag-rxhbrspunknownpeer%
Counter,Int32,No,mag,%mag-rxhbrspseqnummismatch%
Counter,Int32,No,mag,%mag-rxhbrsprstctrmissing%
Counter,Int32,No,mag,%mag-pathfailurestotal%
Counter,Int32,No,mag,%mag-pathfailrstctrchange%
Counter,Int32,No,mag,%mag-pathfailnohbrsprcvd%
Info,String,Yes,egtpc,%vpnname%
Info,Int32,Yes,egtpc,%vpnid%
Info,String,Yes,egtpc,%servname%
Info,Int32,Yes,egtpc,%servid%
Counter,Int32,No,egtpc,%tun-sent-cresess%
Counter,Int32,No,egtpc,%tun-sent-retranscresess%
Counter,Int32,No,egtpc,%tun-recv-cresess%
Counter,Int32,No,egtpc,%tun-recv-cresessNorsp%
Counter,Int32,No,egtpc,%tun-recv-cresessDiscard%
Counter,Int32,No,egtpc,%tun-recv-retranscresess%
Counter,Int32,No,egtpc,%tun-sent-cresessresp%
Counter,Int32,No,egtpc,%tun-sent-cresessrespaccept%
Counter,Int32,No,egtpc,%tun-sent-cresessrespdenied%
Counter,Int32,No,egtpc,%tun-sent-cresessrespdeniedCtxtNotFound%
Counter,Int32,No,egtpc,%tun-sent-cresessrespdeniedInvalidMsgFormat%
Counter,Int32,No,egtpc,%tun-sent-cresessrespdeniedInvalidLength%
Counter,Int32,No,egtpc,%tun-sent-cresessrespdeniedMandIEIncorrect%
Counter,Int32,No,egtpc,%tun-sent-cresessrespdeniedMandIEMissing%
Counter,Int32,No,egtpc,%tun-sent-cresessrespdeniedNoResourcesAvl%
Counter,Int32,No,egtpc,%tun-sent-cresessrespdeniedMissingUnknownApn%
Counter,Int32,No,egtpc,%tun-sent-cresessrespdeniedPrefPdnTypeUnsupported%
Counter,Int32,No,egtpc,%tun-sent-cresessrespdeniedAllDynamicAddrOccupied%
Counter,Int32,No,egtpc,%tun-sent-cresessrespdeniedServiceDenied%
Counter,Int32,No,egtpc,%tun-sent-cresessrespdeniedUserAuthFailed%
Counter,Int32,No,egtpc,%tun-sent-cresessrespdeniedApnAccessDenied%
Counter,Int32,No,egtpc,%tun-sent-cresessrespdeniedRequestRejected%
Counter,Int32,No,egtpc,%tun-sent-cresessrespdeniedCondIEMissing%
Counter,Int32,No,egtpc,%tun-sent-cresessrespdeniedApnRstTypeIncompatible%
Counter,Int32,No,egtpc,%tun-sent-cresessrespdeniedImsiNotKnown%
Counter,Int32,No,egtpc,%tun-sent-cresessrespdeniedOtherCause%
Counter,Int32,No,egtpc,%tun-sent-retranscresessresp%
Counter,Int32,No,egtpc,%tun-recv-cresessresp%
Counter,Int32,No,egtpc,%tun-recv-cresessrespDiscard%
Counter,Int32,No,egtpc,%tun-recv-cresessrespaccept%
Counter,Int32,No,egtpc,%tun-recv-cresesssrespdenied%
Counter,Int32,No,egtpc,%tun-sent-crebear%
Counter,Int32,No,egtpc,%tun-sent-retranscrebear%
Counter,Int32,No,egtpc,%tun-recv-crebear%
Counter,Int32,No,egtpc,%tun-recv-crebearDiscard%
Counter,Int32,No,egtpc,%tun-recv-crebearNorsp%
Counter,Int32,No,egtpc,%tun-recv-retranscrebear%
Counter,Int32,No,egtpc,%tun-sent-crebearresp%
Counter,Int32,No,egtpc,%tun-sent-crebearrespaccept%
Counter,Int32,No,egtpc,%tun-sent-crebearrespdenied%
Counter,Int32,No,egtpc,%tun-sent-retranscrebearresp%
Counter,Int32,No,egtpc,%tun-recv-crebearresp%
Counter,Int32,No,egtpc,%tun-recv-crebearrespDiscard%
Counter,Int32,No,egtpc,%tun-recv-crebearrespaccept%
Counter,Int32,No,egtpc,%tun-recv-crebearrespdenied%
Counter,Int32,No,egtpc,%tun-recv-crebearrespdeniedCtxtNotFound%
Counter,Int32,No,egtpc,%tun-recv-crebearrespdeniedSvcNotSupported%
Counter,Int32,No,egtpc,%tun-recv-crebearrespdeniedInvalidMsgFormat%
Counter,Int32,No,egtpc,%tun-recv-crebearrespdeniedMandIEIncorrect%
Counter,Int32,No,egtpc,%tun-recv-crebearrespdeniedMandIEMissing%
Counter,Int32,No,egtpc,%tun-recv-crebearrespdeniedCondIEMissing%
Counter,Int32,No,egtpc,%tun-recv-crebearrespdeniedNoResourcesAvl%
Counter,Int32,No,egtpc,%tun-recv-crebearrespdeniedSemanticErrinTFT%
Counter,Int32,No,egtpc,%tun-recv-crebearrespdeniedSyntacticErrinTFT%
Counter,Int32,No,egtpc,%tun-recv-crebearrespdeniedSemanticErrinPktFltr%
Counter,Int32,No,egtpc,%tun-recv-crebearrespdeniedSyntacticErrinPktFltr%
Counter,Int32,No,egtpc,%tun-recv-crebearrespdeniedUnableToPageUE%
Counter,Int32,No,egtpc,%tun-recv-crebearrespdeniedUENotResponding%
Counter,Int32,No,egtpc,%tun-recv-crebearrespdeniedUnableToPageUeSuspend%
Counter,Int32,No,egtpc,%tun-recv-crebearrespdeniedUERefuses%
Counter,Int32,No,egtpc,%tun-recv-crebearrespdeniedRequestRejected%
Counter,Int32,No,egtpc,%tun-recv-crebearrespdeniedInvalidLenPiggybkMsg%
Counter,Int32,No,egtpc,%tun-recv-crebearrespdeniedInvalidRemotePeerReply%
Counter,Int32,No,egtpc,%tun-recv-crebearrespdeniedPeerNotResponding%
Counter,Int32,No,egtpc,%tun-recv-crebearrespdeniedTempRejDueToHOProgress%
Counter,Int32,No,egtpc,%tun-recv-crebearrespdeniedDeniedInRat%
Counter,Int32,No,egtpc,%tun-recv-crebearrespdeniedRejDueToVplmnPolicy%
Counter,Int32,No,egtpc,%tun-recv-crebearrespdeniedUeTempNotReachableDueToPSM%
Counter,Int32,No,egtpc,%tun-recv-crebearrespdeniedOtherCause%
Counter,Int32,No,egtpc,%tun-sent-bearrescmd%
Counter,Int32,No,egtpc,%tun-sent-retransbearrescmd%
Counter,Int32,No,egtpc,%tun-recv-bearrescmd%
Counter,Int32,No,egtpc,%tun-recv-bearrescmdDiscard%
Counter,Int32,No,egtpc,%tun-recv-bearrescmdNorsp%
Counter,Int32,No,egtpc,%tun-recv-retransbearrescmd%
Counter,Int32,No,egtpc,%tun-sent-bearrescmd-fail%
Counter,Int32,No,egtpc,%tun-sent-retransbearrescmd-fail%
Counter,Int32,No,egtpc,%tun-recv-bearrescmd-fail%
Counter,Int32,No,egtpc,%tun-recv-bearrescmd-failDiscard%
Counter,Int32,No,egtpc,%tun-sent-modbearreq%
Counter,Int32,No,egtpc,%tun-sent-retransmodbearreq%
Counter,Int32,No,egtpc,%tun-recv-modbearreq%
Counter,Int32,No,egtpc,%tun-recv-modbearreqDiscard%
Counter,Int32,No,egtpc,%tun-recv-modbearreqNorsp%
Counter,Int32,No,egtpc,%tun-recv-retransmodbearreq%
Counter,Int32,No,egtpc,%tun-sent-modbearresp%
Counter,Int32,No,egtpc,%tun-sent-modbearrespaccept%
Counter,Int32,No,egtpc,%tun-sent-modbearrespdenied%
Counter,Int32,No,egtpc,%tun-sent-retransmodbearresp%
Counter,Int32,No,egtpc,%tun-recv-modbearresp%
Counter,Int32,No,egtpc,%tun-recv-modbearrespDiscard%
Counter,Int32,No,egtpc,%tun-recv-modbearrespaccept%
Counter,Int32,No,egtpc,%tun-recv-modbearrespdenied%
Counter,Int32,No,egtpc,%tun-sent-delsessreq%
Counter,Int32,No,egtpc,%tun-sent-retransdelsessreq%
Counter,Int32,No,egtpc,%tun-recv-delsessreq%
Counter,Int32,No,egtpc,%tun-recv-delsessreqDiscard%
Counter,Int32,No,egtpc,%tun-recv-delsessreqNorsp%
Counter,Int32,No,egtpc,%tun-recv-retransdelsessreq%
Counter,Int32,No,egtpc,%tun-sent-delsessresp%
Counter,Int32,No,egtpc,%tun-sent-delsessrespaccept%
Counter,Int32,No,egtpc,%tun-sent-delsessrespdenied%
Counter,Int32,No,egtpc,%tun-sent-delsessrespdeniedCtxtNotFound%
Counter,Int32,No,egtpc,%tun-sent-delsessrespdeniedInvalidMsgFormat%
Counter,Int32,No,egtpc,%tun-sent-delsessrespdeniedMandIEIncorrect%
Counter,Int32,No,egtpc,%tun-sent-delsessrespdeniedMandIEMissing%
Counter,Int32,No,egtpc,%tun-sent-delsessrespdeniedNoResourcesAvl%
Counter,Int32,No,egtpc,%tun-sent-delsessrespdeniedOtherCause%
Counter,Int32,No,egtpc,%tun-recv-delsessresp%
Counter,Int32,No,egtpc,%tun-recv-delsessrespDiscard%
Counter,Int32,No,egtpc,%tun-recv-delsessrespaccept%
Counter,Int32,No,egtpc,%tun-recv-delsessrespdenied%
Counter,Int32,No,egtpc,%tun-sent-delbearreq%
Counter,Int32,No,egtpc,%tun-sent-retransdelbearreq%
Counter,Int32,No,egtpc,%tun-recv-delbearreq%
Counter,Int32,No,egtpc,%tun-recv-delbearreqDiscard%
Counter,Int32,No,egtpc,%tun-recv-delbearreqNorsp%
Counter,Int32,No,egtpc,%tun-recv-retransdelbearreq%
Counter,Int32,No,egtpc,%tun-sent-delbearresp%
Counter,Int32,No,egtpc,%tun-sent-delbearrespaccept%
Counter,Int32,No,egtpc,%tun-sent-delbearrespdenied%
Counter,Int32,No,egtpc,%tun-recv-delbearresp%
Counter,Int32,No,egtpc,%tun-recv-delbearrespDiscard%
Counter,Int32,No,egtpc,%tun-recv-delbearrespaccept%
Counter,Int32,No,egtpc,%tun-recv-delbearrespdenied%
Counter,Int32,No,egtpc,%tun-recv-delbearrespdeniedCtxtNotFound%
Counter,Int32,No,egtpc,%tun-recv-delbearrespdeniedInvalidMsgFormat%
Counter,Int32,No,egtpc,%tun-recv-delbearrespdeniedMandIEIncorrect%
Counter,Int32,No,egtpc,%tun-recv-delbearrespdeniedMandIEMissing%
Counter,Int32,No,egtpc,%tun-recv-delbearrespdeniedCondIEMissing%
Counter,Int32,No,egtpc,%tun-recv-delbearrespdeniedNoResourcesAvl%
Counter,Int32,No,egtpc,%tun-recv-delbearrespdeniedRequestRejected%
Counter,Int32,No,egtpc,%tun-recv-delbearrespdeniedUnableToPageUeSuspend%
Counter,Int32,No,egtpc,%tun-recv-delbearrespdeniedInvalidRemotePeerReply%
Counter,Int32,No,egtpc,%tun-recv-delbearrespdeniedPeerNotResponding%
Counter,Int32,No,egtpc,%tun-recv-delbearrespdeniedTempRejDueToHOProgress%
Counter,Int32,No,egtpc,%tun-recv-delbearrespdeniedOtherCause%
Counter,Int32,No,egtpc,%tun-sent-dlinknotif%
Counter,Int32,No,egtpc,%tun-sent-retransdlinknotif%
Counter,Int32,No,egtpc,%tun-recv-dlinknotif%
Counter,Int32,No,egtpc,%tun-recv-dlinknotifDiscard%
Counter,Int32,No,egtpc,%tun-recv-dlinknotifNorsp%
Counter,Int32,No,egtpc,%tun-recv-retransdlinknotif%
Counter,Int32,No,egtpc,%tun-recv-dlinknotifack%
Counter,Int32,No,egtpc,%tun-sent-dlinknotifack%
Counter,Int32,No,egtpc,%tun-recv-dlinknotifackDiscard%
Counter,Int32,No,egtpc,%tun-recv-dlinknotifackaccept%
Counter,Int32,No,egtpc,%tun-sent-dlinknotifackaccept%
Counter,Int32,No,egtpc,%tun-recv-dlinknotifackdenied%
Counter,Int32,No,egtpc,%tun-sent-dlinknotifackdenied%
Counter,Int32,No,egtpc,%tun-sent-dlinkdatafail%
Counter,Int32,No,egtpc,%tun-recv-dlinkdatafail%
Counter,Int32,No,egtpc,%tun-recv-dlinkdatafailDiscard%
Counter,Int32,No,egtpc,%tun-sent-relaccbearreq%
Counter,Int32,No,egtpc,%tun-sent-retransrelaccbearreq%
Counter,Int32,No,egtpc,%tun-recv-relaccbearreq%
Counter,Int32,No,egtpc,%tun-recv-relaccbearreqDiscard%
Counter,Int32,No,egtpc,%tun-recv-relaccbearreqNorsp%
Counter,Int32,No,egtpc,%tun-recv-retransrelaccbearreq%
Counter,Int32,No,egtpc,%tun-sent-relaccbearresp%
Counter,Int32,No,egtpc,%tun-sent-relaccbearrespaccept%
Counter,Int32,No,egtpc,%tun-sent-relaccbearrespdenied%
Counter,Int32,No,egtpc,%tun-sent-retransrelaccbearresp%
Counter,Int32,No,egtpc,%tun-recv-relaccbearresp%
Counter,Int32,No,egtpc,%tun-recv-relaccbearrespDiscard%
Counter,Int32,No,egtpc,%tun-recv-relaccbearrespaccept%
Counter,Int32,No,egtpc,%tun-recv-relaccbearrespdenied%
Counter,Int32,No,egtpc,%tun-sent-modbearcmd%
Counter,Int32,No,egtpc,%tun-sent-retransmodbearcmd%
Counter,Int32,No,egtpc,%tun-recv-modbearcmd%
Counter,Int32,No,egtpc,%tun-recv-modbearcmdDiscard%
Counter,Int32,No,egtpc,%tun-recv-modbearcmdNorsp%
Counter,Int32,No,egtpc,%tun-recv-retransmodbearcmd%
Counter,Int32,No,egtpc,%tun-sent-modbearfail%
Counter,Int32,No,egtpc,%tun-sent-retransmodbearfail%
Counter,Int32,No,egtpc,%tun-recv-modbearfail%
Counter,Int32,No,egtpc,%tun-recv-modbearfailDiscard%
Counter,Int32,No,egtpc,%tun-sent-delbearcmd%
Counter,Int32,No,egtpc,%tun-sent-retransdelbearcmd%
Counter,Int32,No,egtpc,%tun-recv-delbearcmd%
Counter,Int32,No,egtpc,%tun-recv-delbearcmdDiscard%
Counter,Int32,No,egtpc,%tun-recv-delbearcmdNorsp%
Counter,Int32,No,egtpc,%tun-recv-retransdelbearcmd%
Counter,Int32,No,egtpc,%tun-sent-delbearfail%
Counter,Int32,No,egtpc,%tun-sent-retransdelbearfail%
Counter,Int32,No,egtpc,%tun-recv-delbearfail%
Counter,Int32,No,egtpc,%tun-recv-delbearfailDiscard%
Counter,Int32,No,egtpc,%tun-sent-updbearreq%
Counter,Int32,No,egtpc,%tun-sent-retransupdbearreq%
Counter,Int32,No,egtpc,%tun-recv-updbearreq%
Counter,Int32,No,egtpc,%tun-recv-updbearreqDiscard%
Counter,Int32,No,egtpc,%tun-recv-updbearreqNorsp%
Counter,Int32,No,egtpc,%tun-recv-retransupdbearreq%
Counter,Int32,No,egtpc,%tun-sent-updbearresp%
Counter,Int32,No,egtpc,%tun-sent-updbearrespaccept%
Counter,Int32,No,egtpc,%tun-sent-updbearrespdenied%
Counter,Int32,No,egtpc,%tun-recv-updbearresp%
Counter,Int32,No,egtpc,%tun-recv-updbearrespDiscard%
Counter,Int32,No,egtpc,%tun-recv-updbearrespaccept%
Counter,Int32,No,egtpc,%tun-recv-updbearrespdenied%
Counter,Int32,No,egtpc,%tun-recv-updbearrespdeniedCtxtNotFound%
Counter,Int32,No,egtpc,%tun-recv-updbearrespdeniedInvalidMsgFormat%
Counter,Int32,No,egtpc,%tun-recv-updbearrespdeniedMandIEIncorrect%
Counter,Int32,No,egtpc,%tun-recv-updbearrespdeniedMandIEMissing%
Counter,Int32,No,egtpc,%tun-recv-updbearrespdeniedNoResourcesAvl%
Counter,Int32,No,egtpc,%tun-recv-updbearrespdeniedSemanticErrinTFT%
Counter,Int32,No,egtpc,%tun-recv-updbearrespdeniedSyntacticErrinTFT%
Counter,Int32,No,egtpc,%tun-recv-updbearrespdeniedSemanticErrinPktFltr%
Counter,Int32,No,egtpc,%tun-recv-updbearrespdeniedSyntacticErrinPktFltr%
Counter,Int32,No,egtpc,%tun-recv-updbearrespdeniedUENotResponding%
Counter,Int32,No,egtpc,%tun-recv-updbearrespdeniedUERefuses%
Counter,Int32,No,egtpc,%tun-recv-updbearrespdeniedUnableToPageUE%
Counter,Int32,No,egtpc,%tun-recv-updbearrespdeniedRequestRejected%
Counter,Int32,No,egtpc,%tun-recv-updbearrespdeniedUnableToPageUeSuspend%
Counter,Int32,No,egtpc,%tun-recv-updbearrespdeniedCondIEMissing%
Counter,Int32,No,egtpc,%tun-recv-updbearrespdeniedInvalidRemotePeerReply%
Counter,Int32,No,egtpc,%tun-recv-updbearrespdeniedPeerNotResponding%
Counter,Int32,No,egtpc,%tun-recv-updbearrespdeniedTempRejDueToHOProgress%
Counter,Int32,No,egtpc,%tun-recv-updbearrespdeniedRejDueToVplmnPolicy%
